seq,module_path,op,mapping,optimization_flags,total_cycles,base_total_cycles,serial_total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,base_write_cycles,activation_read_cycles,base_activation_read_cycles,weight_read_cycles,base_weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,pipeline_guard_cycles
38,text_encoder.bert.encoder.layer.4.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
39,text_encoder.bert.encoder.layer.4.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
40,text_encoder.bert.encoder.layer.4.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
41,text_encoder.bert.encoder.layer.5.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
42,text_encoder.bert.encoder.layer.5.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
43,text_encoder.bert.encoder.layer.5.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
44,text_encoder.bert.encoder.layer.5.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
45,text_encoder.bert.encoder.layer.5.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
46,text_encoder.bert.encoder.layer.5.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
47,text_encoder.bert.encoder.layer.5.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
48,text_encoder.bert.encoder.layer.5.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
49,text_encoder.bert.encoder.layer.6.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
50,text_encoder.bert.encoder.layer.6.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
51,text_encoder.bert.encoder.layer.6.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
52,text_encoder.bert.encoder.layer.6.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
53,text_encoder.bert.encoder.layer.6.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
54,text_encoder.bert.encoder.layer.6.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
55,text_encoder.bert.encoder.layer.6.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
56,text_encoder.bert.encoder.layer.6.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
57,text_encoder.bert.encoder.layer.7.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
58,text_encoder.bert.encoder.layer.7.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
59,text_encoder.bert.encoder.layer.7.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
60,text_encoder.bert.encoder.layer.7.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
61,text_encoder.bert.encoder.layer.7.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
62,text_encoder.bert.encoder.layer.7.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
63,text_encoder.bert.encoder.layer.7.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
64,text_encoder.bert.encoder.layer.7.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
65,text_encoder.bert.encoder.layer.8.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
66,text_encoder.bert.encoder.layer.8.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
67,text_encoder.bert.encoder.layer.8.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
68,text_encoder.bert.encoder.layer.8.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
69,text_encoder.bert.encoder.layer.8.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
70,text_encoder.bert.encoder.layer.8.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
71,text_encoder.bert.encoder.layer.8.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
72,text_encoder.bert.encoder.layer.8.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
73,text_encoder.bert.encoder.layer.9.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
74,text_encoder.bert.encoder.layer.9.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
75,text_encoder.bert.encoder.layer.9.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
76,text_encoder.bert.encoder.layer.9.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
77,text_encoder.bert.encoder.layer.9.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
78,text_encoder.bert.encoder.layer.9.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
79,text_encoder.bert.encoder.layer.9.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
80,text_encoder.bert.encoder.layer.9.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
81,text_encoder.bert.encoder.layer.10.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
82,text_encoder.bert.encoder.layer.10.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
83,text_encoder.bert.encoder.layer.10.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
84,text_encoder.bert.encoder.layer.10.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
85,text_encoder.bert.encoder.layer.10.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
86,text_encoder.bert.encoder.layer.10.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
87,text_encoder.bert.encoder.layer.10.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
88,text_encoder.bert.encoder.layer.10.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
89,text_encoder.bert.encoder.layer.11.attention.self.query,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
90,text_encoder.bert.encoder.layer.11.attention.self.key,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
91,text_encoder.bert.encoder.layer.11.attention.self.value,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
92,text_encoder.bert.encoder.layer.11.attention.output.dense,GEMM_W8A16,rtl_gemm,pipeline,52816,52816,52816,25088,,128,1008,1008,1008,16128,16128,24576,24576,12386304,32,32256,589824,32256,16
93,text_encoder.bert.encoder.layer.11.attention.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
94,text_encoder.bert.encoder.layer.11.intermediate.dense,GEMM_W8A16,rtl_gemm,pipeline,211264,211264,211264,100352,,512,4032,4032,4032,64512,64512,98304,98304,49545216,128,32256,2359296,129024,16
95,text_encoder.bert.encoder.layer.11.output.dense,GEMM_W8A16,rtl_gemm,pipeline,200272,200272,200272,98816,,128,1008,1008,1008,64512,64512,98304,98304,49545216,32,129024,2359296,32256,16
96,text_encoder.bert.encoder.layer.11.output.LayerNorm,LAYER_NORM,rtl_vector,pipeline,8064,8064,,,8064,,,,,,,,,,,64512,,64512,
97,text_encoder.bert.pooler.dense,GEMM_W8A16,rtl_gemm,pipeline,25040,25040,25040,12544,,64,48,48,48,768,768,12288,12288,589824,16,1536,589824,1536,16
98,text_encoder.text_projection,GEMM_W8A16,rtl_gemm,pipeline,18656,18656,18656,9408,,48,336,336,336,6048,6048,8192,8192,4128768,12,32256,196608,10752,16
99,vision_encoder.backbone.embeddings.patch_embeddings,AUX_EVENT,aux_behavior,pipeline,147456,147456,,,147456,,,,,,,,,,,786432,,393216,
100,vision_encoder.backbone.layer.0.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
101,vision_encoder.backbone.layer.0.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
102,vision_encoder.backbone.layer.0.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
103,vision_encoder.backbone.layer.0.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
104,vision_encoder.backbone.layer.0.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
105,vision_encoder.backbone.layer.0.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
106,vision_encoder.backbone.layer.0.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
107,vision_encoder.backbone.layer.0.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
108,vision_encoder.backbone.layer.1.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
109,vision_encoder.backbone.layer.1.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
110,vision_encoder.backbone.layer.1.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
111,vision_encoder.backbone.layer.1.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
112,vision_encoder.backbone.layer.1.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
113,vision_encoder.backbone.layer.1.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
114,vision_encoder.backbone.layer.1.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
115,vision_encoder.backbone.layer.1.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
116,vision_encoder.backbone.layer.2.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
117,vision_encoder.backbone.layer.2.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
118,vision_encoder.backbone.layer.2.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
119,vision_encoder.backbone.layer.2.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
120,vision_encoder.backbone.layer.2.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
121,vision_encoder.backbone.layer.2.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
122,vision_encoder.backbone.layer.2.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
123,vision_encoder.backbone.layer.2.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
124,vision_encoder.backbone.layer.3.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
125,vision_encoder.backbone.layer.3.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
126,vision_encoder.backbone.layer.3.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
127,vision_encoder.backbone.layer.3.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
128,vision_encoder.backbone.layer.3.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
129,vision_encoder.backbone.layer.3.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
130,vision_encoder.backbone.layer.3.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
131,vision_encoder.backbone.layer.3.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
132,vision_encoder.backbone.layer.4.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
133,vision_encoder.backbone.layer.4.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
134,vision_encoder.backbone.layer.4.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
135,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
136,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
137,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
138,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
139,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
140,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
