seq,module_path,op,mapping,optimization_flags,total_cycles,base_total_cycles,serial_total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,base_write_cycles,activation_read_cycles,base_activation_read_cycles,weight_read_cycles,base_weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,pipeline_guard_cycles
141,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
142,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
143,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
144,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
145,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
146,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
147,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
148,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
149,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
150,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
151,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
152,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
153,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
154,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
155,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
156,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
157,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
158,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
159,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
160,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
161,vision_encoder.backbone.layer.7.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
162,vision_encoder.backbone.layer.7.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
163,vision_encoder.backbone.layer.7.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
164,vision_encoder.backbone.layer.8.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
165,vision_encoder.backbone.layer.8.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
166,vision_encoder.backbone.layer.8.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
167,vision_encoder.backbone.layer.8.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
168,vision_encoder.backbone.layer.8.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
169,vision_encoder.backbone.layer.8.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
170,vision_encoder.backbone.layer.8.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
171,vision_encoder.backbone.layer.8.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
172,vision_encoder.backbone.layer.9.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
173,vision_encoder.backbone.layer.9.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
174,vision_encoder.backbone.layer.9.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
175,vision_encoder.backbone.layer.9.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
176,vision_encoder.backbone.layer.9.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
177,vision_encoder.backbone.layer.9.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
178,vision_encoder.backbone.layer.9.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
179,vision_encoder.backbone.layer.9.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
180,vision_encoder.backbone.layer.10.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
181,vision_encoder.backbone.layer.10.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
182,vision_encoder.backbone.layer.10.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
183,vision_encoder.backbone.layer.10.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
184,vision_encoder.backbone.layer.10.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
185,vision_encoder.backbone.layer.10.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
186,vision_encoder.backbone.layer.10.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
187,vision_encoder.backbone.layer.10.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
188,vision_encoder.backbone.layer.11.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
189,vision_encoder.backbone.layer.11.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
190,vision_encoder.backbone.layer.11.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
191,vision_encoder.backbone.layer.11.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
192,vision_encoder.backbone.layer.11.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
193,vision_encoder.backbone.layer.11.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
194,vision_encoder.backbone.layer.11.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
195,vision_encoder.backbone.layer.11.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
196,vision_encoder.backbone.norm,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
197,vision_encoder.backbone.embeddings.patch_embeddings,AUX_EVENT,aux_behavior,pipeline,147456,147456,,,147456,,,,,,,,,,,786432,,393216,
198,vision_encoder.backbone.layer.0.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
199,vision_encoder.backbone.layer.0.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
200,vision_encoder.backbone.layer.0.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
201,vision_encoder.backbone.layer.0.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
202,vision_encoder.backbone.layer.0.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
203,vision_encoder.backbone.layer.0.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
204,vision_encoder.backbone.layer.0.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
205,vision_encoder.backbone.layer.0.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
206,vision_encoder.backbone.layer.1.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
207,vision_encoder.backbone.layer.1.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
208,vision_encoder.backbone.layer.1.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
209,vision_encoder.backbone.layer.1.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
210,vision_encoder.backbone.layer.1.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
211,vision_encoder.backbone.layer.1.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
212,vision_encoder.backbone.layer.1.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
213,vision_encoder.backbone.layer.1.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
214,vision_encoder.backbone.layer.2.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
215,vision_encoder.backbone.layer.2.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
216,vision_encoder.backbone.layer.2.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
217,vision_encoder.backbone.layer.2.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
218,vision_encoder.backbone.layer.2.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
219,vision_encoder.backbone.layer.2.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
220,vision_encoder.backbone.layer.2.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
221,vision_encoder.backbone.layer.2.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
222,vision_encoder.backbone.layer.3.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
223,vision_encoder.backbone.layer.3.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
224,vision_encoder.backbone.layer.3.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
225,vision_encoder.backbone.layer.3.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
226,vision_encoder.backbone.layer.3.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
227,vision_encoder.backbone.layer.3.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
228,vision_encoder.backbone.layer.3.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
229,vision_encoder.backbone.layer.3.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
230,vision_encoder.backbone.layer.4.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
231,vision_encoder.backbone.layer.4.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
232,vision_encoder.backbone.layer.4.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
233,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
234,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
235,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
236,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
237,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
238,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
239,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
240,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
241,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
242,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
243,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
244,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
245,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
246,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
247,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
248,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
249,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
250,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
251,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
252,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
253,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
254,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
255,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
256,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
257,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
258,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
259,vision_encoder.backbone.layer.7.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
260,vision_encoder.backbone.layer.7.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
261,vision_encoder.backbone.layer.7.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
262,vision_encoder.backbone.layer.8.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
263,vision_encoder.backbone.layer.8.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
264,vision_encoder.backbone.layer.8.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
265,vision_encoder.backbone.layer.8.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
266,vision_encoder.backbone.layer.8.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
267,vision_encoder.backbone.layer.8.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
268,vision_encoder.backbone.layer.8.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
269,vision_encoder.backbone.layer.8.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
270,vision_encoder.backbone.layer.9.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
271,vision_encoder.backbone.layer.9.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
272,vision_encoder.backbone.layer.9.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
273,vision_encoder.backbone.layer.9.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
274,vision_encoder.backbone.layer.9.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
275,vision_encoder.backbone.layer.9.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
276,vision_encoder.backbone.layer.9.mlp.up_proj,GEMM_W8A16,rtl_gemm,pipeline,1843264,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,16
277,vision_encoder.backbone.layer.9.mlp.down_proj,GEMM_W8A16,rtl_gemm,pipeline,1714192,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,16
278,vision_encoder.backbone.layer.10.norm1,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
279,vision_encoder.backbone.layer.10.attention.q_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
280,vision_encoder.backbone.layer.10.attention.k_proj,GEMM_W8A16,rtl_gemm,pipeline,448288,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
281,vision_encoder.backbone.layer.10.attention.v_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
282,vision_encoder.backbone.layer.10.attention.o_proj,GEMM_W8A16,rtl_gemm,pipeline,460816,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,16
283,vision_encoder.backbone.layer.10.norm2,LAYER_NORM,rtl_vector,pipeline,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
