descriptor_id,source_seq,module_path,op,mapping,total_cycles,base_total_cycles,fallback_cycles,vector_cycles,activation_read_cycles,weight_read_cycles,write_cycles,snapshot_cycles,requant_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,active_pe_cycles,serial_total_cycles,compute_cycles,base_write_cycles,bias_cycles,write_coalesced,mode
124,124,vision_encoder.backbone.layer.3.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
125,125,vision_encoder.backbone.layer.3.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
126,126,vision_encoder.backbone.layer.3.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
127,127,vision_encoder.backbone.layer.3.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
128,128,vision_encoder.backbone.layer.3.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
129,129,vision_encoder.backbone.layer.3.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
130,130,vision_encoder.backbone.layer.3.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
131,131,vision_encoder.backbone.layer.3.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
132,132,vision_encoder.backbone.layer.4.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
133,133,vision_encoder.backbone.layer.4.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
134,134,vision_encoder.backbone.layer.4.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
135,135,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
136,136,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
137,137,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
138,138,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
139,139,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
140,140,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
141,141,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
142,142,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
143,143,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
144,144,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
145,145,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
146,146,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
147,147,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
148,148,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
149,149,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
150,150,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
151,151,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
152,152,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
153,153,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
154,154,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
155,155,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
156,156,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
157,157,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
158,158,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
159,159,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
160,160,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
161,161,vision_encoder.backbone.layer.7.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
162,162,vision_encoder.backbone.layer.7.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
163,163,vision_encoder.backbone.layer.7.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
164,164,vision_encoder.backbone.layer.8.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
165,165,vision_encoder.backbone.layer.8.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
166,166,vision_encoder.backbone.layer.8.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
167,167,vision_encoder.backbone.layer.8.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
168,168,vision_encoder.backbone.layer.8.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
169,169,vision_encoder.backbone.layer.8.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
170,170,vision_encoder.backbone.layer.8.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
171,171,vision_encoder.backbone.layer.8.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
172,172,vision_encoder.backbone.layer.9.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
173,173,vision_encoder.backbone.layer.9.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
174,174,vision_encoder.backbone.layer.9.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
175,175,vision_encoder.backbone.layer.9.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
176,176,vision_encoder.backbone.layer.9.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
177,177,vision_encoder.backbone.layer.9.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
178,178,vision_encoder.backbone.layer.9.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
179,179,vision_encoder.backbone.layer.9.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
180,180,vision_encoder.backbone.layer.10.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
181,181,vision_encoder.backbone.layer.10.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
182,182,vision_encoder.backbone.layer.10.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
183,183,vision_encoder.backbone.layer.10.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
184,184,vision_encoder.backbone.layer.10.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
185,185,vision_encoder.backbone.layer.10.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
186,186,vision_encoder.backbone.layer.10.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
187,187,vision_encoder.backbone.layer.10.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
188,188,vision_encoder.backbone.layer.11.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
189,189,vision_encoder.backbone.layer.11.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
190,190,vision_encoder.backbone.layer.11.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
191,191,vision_encoder.backbone.layer.11.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
192,192,vision_encoder.backbone.layer.11.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
193,193,vision_encoder.backbone.layer.11.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
194,194,vision_encoder.backbone.layer.11.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
195,195,vision_encoder.backbone.layer.11.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
196,196,vision_encoder.backbone.norm,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
197,197,vision_encoder.backbone.embeddings.patch_embeddings,AUX_EVENT,aux_behavior,147456,147456,147456,0,49152,0,24576,0,0,0,0,786432,0,393216,0,,,,,,
198,198,vision_encoder.backbone.layer.0.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
199,199,vision_encoder.backbone.layer.0.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
200,200,vision_encoder.backbone.layer.0.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
201,201,vision_encoder.backbone.layer.0.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
202,202,vision_encoder.backbone.layer.0.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
203,203,vision_encoder.backbone.layer.0.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
204,204,vision_encoder.backbone.layer.0.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
205,205,vision_encoder.backbone.layer.0.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
206,206,vision_encoder.backbone.layer.1.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
207,207,vision_encoder.backbone.layer.1.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
208,208,vision_encoder.backbone.layer.1.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
209,209,vision_encoder.backbone.layer.1.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
210,210,vision_encoder.backbone.layer.1.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
211,211,vision_encoder.backbone.layer.1.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
212,212,vision_encoder.backbone.layer.1.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
213,213,vision_encoder.backbone.layer.1.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
214,214,vision_encoder.backbone.layer.2.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
215,215,vision_encoder.backbone.layer.2.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
216,216,vision_encoder.backbone.layer.2.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
217,217,vision_encoder.backbone.layer.2.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
218,218,vision_encoder.backbone.layer.2.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
219,219,vision_encoder.backbone.layer.2.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
220,220,vision_encoder.backbone.layer.2.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
221,221,vision_encoder.backbone.layer.2.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
222,222,vision_encoder.backbone.layer.3.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
223,223,vision_encoder.backbone.layer.3.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
224,224,vision_encoder.backbone.layer.3.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
225,225,vision_encoder.backbone.layer.3.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
226,226,vision_encoder.backbone.layer.3.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
227,227,vision_encoder.backbone.layer.3.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
228,228,vision_encoder.backbone.layer.3.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
229,229,vision_encoder.backbone.layer.3.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
230,230,vision_encoder.backbone.layer.4.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
231,231,vision_encoder.backbone.layer.4.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
232,232,vision_encoder.backbone.layer.4.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
233,233,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
234,234,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
235,235,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
236,236,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
237,237,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
238,238,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
239,239,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
240,240,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
241,241,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
242,242,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
243,243,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
244,244,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
245,245,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
246,246,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
247,247,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
248,248,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
249,249,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
250,250,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
251,251,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
252,252,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A8,rtl_gemm,426512,996800,0,,417792,417792,50112,2176,50112,615776256,544,200448,2359296,801792,307888128,996800,426496,50112,50112,False,double_buffer
253,253,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A8,rtl_gemm,419984,875888,0,,417792,417792,12528,544,12528,615776256,136,801792,2359296,200448,307888128,875888,419968,12528,12528,False,double_buffer
254,254,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,aux_behavior,100224,100224,100224,100224,50112,0,50112,0,0,0,0,801792,0,801792,0,,,,,,
255,255,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
256,256,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A8,rtl_gemm,106640,236672,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,236672,106624,12528,0,False,double_buffer
257,257,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
258,258,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A8,rtl_gemm,106640,249200,0,,104448,104448,12528,544,12528,153944064,136,200448,589824,200448,76972032,249200,106624,12528,12528,False,double_buffer
