module,op,shape,tensor_a_zero_fraction,tensor_b_zero_fraction,tensor_a_endpoint_fraction,tensor_b_endpoint_fraction,tensor_output_nrmse,tensor_output_mae,tensor_output_max,token_a_zero_fraction,token_b_zero_fraction,token_a_endpoint_fraction,token_b_endpoint_fraction,token_output_nrmse,token_output_mae,token_output_max,group_32_a_zero_fraction,group_32_b_zero_fraction,group_32_a_endpoint_fraction,group_32_b_endpoint_fraction,group_32_output_nrmse,group_32_output_mae,group_32_output_max
text_encoder.bert.encoder.layer.11.attention.self.query,linear,"[1, 11, 768] x [768, 768]",0.16240531206130981,0.014190673828125,0.00011837121564894915,0.0013241238193586469,0.04502076283097267,0.03811148554086685,0.17944347858428955,0.08238636702299118,0.014190673828125,0.0013020833721384406,0.0013241238193586469,0.029248656705021858,0.0210427213460207,0.12776310741901398,0.012192235328257084,0.007637871894985437,0.03136837109923363,0.0318332239985466,0.008758836425840855,0.006594968028366566,0.03699766844511032
text_encoder.bert.encoder.layer.6.attention.self.value,linear,"[1, 14, 768] x [768, 768]",0.12109375,0.011138916015625,9.300595411332324e-05,0.0013529459247365594,0.04462709277868271,0.024212457239627838,0.12345582246780396,0.091796875,0.011138916015625,0.0013020833721384406,0.0013529459247365594,0.030070150271058083,0.016326427459716797,0.09973931312561035,0.012462797574698925,0.0076751708984375,0.0316220261156559,0.0317772775888443,0.00924152135848999,0.005300250835716724,0.034045398235321045
text_encoder.bert.encoder.layer.3.attention.self.query,linear,"[1, 21, 768] x [768, 768]",0.1476934552192688,0.011296589858829975,6.200397183420137e-05,0.0013376871356740594,0.044469524174928665,0.03123324364423752,0.1718134880065918,0.0914558619260788,0.011296589858829975,0.0013020833721384406,0.0013376871356740594,0.028629936277866364,0.01966688223183155,0.14765959978103638,0.010850694961845875,0.00740729458630085,0.0318700410425663,0.0317840576171875,0.008188756182789803,0.005777072627097368,0.031911641359329224
text_encoder.bert.encoder.layer.7.attention.self.value,linear,"[1, 14, 768] x [768, 768]",0.1080729216337204,0.010976155288517475,9.300595411332324e-05,0.0013410780811682343,0.044335704296827316,0.020371712744235992,0.12162125110626221,0.0797991082072258,0.010976155288517475,0.0013020833721384406,0.0013410780811682343,0.03131696954369545,0.01444823108613491,0.0947948470711708,0.010881696827709675,0.0074259438551962376,0.0313430055975914,0.0317772775888443,0.010356839746236801,0.005048824939876795,0.028636030852794647
text_encoder.bert.encoder.layer.7.attention.self.value,linear,"[1, 21, 768] x [768, 768]",0.0958581417798996,0.010976155288517475,6.200397183420137e-05,0.0013410780811682343,0.04424005746841431,0.02083110436797142,0.10557621717453003,0.0598338320851326,0.010976155288517475,0.0013020833721384406,0.0013410780811682343,0.02677433378994465,0.012741167098283768,0.08503429591655731,0.010292659513652325,0.0074259438551962376,0.0314360149204731,0.0317772775888443,0.01001440454274416,0.004865813534706831,0.029425442218780518
text_encoder.bert.encoder.layer.3.attention.self.query,linear,"[1, 11, 768] x [768, 768]",0.1541193276643753,0.011296589858829975,0.00011837121564894915,0.0013376871356740594,0.0442364476621151,0.0312228761613369,0.15234634280204773,0.10949337482452393,0.011296589858829975,0.0013020833721384406,0.0013376871356740594,0.0288152527064085,0.0198476891964674,0.1335574984550476,0.01302083395421505,0.00740729458630085,0.03172348439693451,0.0317840576171875,0.008342520333826542,0.0059322165325284,0.033747315406799316
text_encoder.bert.encoder.layer.0.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.08416193723678589,0.011537340469658375,0.00011837121564894915,0.0013529459247365594,0.04422365874052048,0.016208548098802567,0.08343541622161865,0.05764678120613098,0.011537340469658375,0.0013020833721384406,0.0013529459247365594,0.028095029294490814,0.00950066652148962,0.07303357124328613,0.009232955053448677,0.007809109054505825,0.03184185549616814,0.0318247489631176,0.008760874159634113,0.003184044500812888,0.019057370722293854
text_encoder.bert.encoder.layer.8.attention.self.value,linear,"[1, 21, 768] x [768, 768]",0.0894097238779068,0.0108184814453125,6.200397183420137e-05,0.0013326009502634406,0.04410979524254799,0.021732090041041374,0.1481945514678955,0.0569196455180645,0.0108184814453125,0.0013640873366966844,0.0013326009502634406,0.02481725811958313,0.012815781868994236,0.09956967830657959,0.00998263992369175,0.0075242784805595875,0.0314980186522007,0.0317976213991642,0.009257783181965351,0.004890259355306625,0.025001049041748047
text_encoder.bert.encoder.layer.10.attention.self.key,linear,"[1, 21, 768] x [768, 768]",0.1058407798409462,0.01105414517223835,6.200397183420137e-05,0.0013563368702307343,0.04406624287366867,0.0315040722489357,0.15166079998016357,0.0528273843228817,0.01105414517223835,0.0013020833721384406,0.0013563368702307343,0.027012944221496582,0.020947124809026718,0.12111881375312805,0.009300596080720425,0.0075056287460029125,0.0318700410425663,0.0317925363779068,0.00774720823392272,0.006244029384106398,0.038832902908325195
vision_encoder.backbone.layer.6.attention.k_proj,linear,"[1, 261, 768] x [768, 768]",0.18077506124973297,0.01631673239171505,4.988824912288692e-06,0.0013309054775163531,0.044010210782289505,0.05285181477665901,0.3375861942768097,0.07119552046060562,0.01631673239171505,0.0013120609801262617,0.0013309054775163531,0.018096143379807472,0.020912127569317818,0.2856566905975342,0.016308467835187912,0.0089094378054142,0.03160420432686806,0.0317484550178051,0.006425919942557812,0.007631025277078152,0.08382953703403473
vision_language_interaction.fusion_layers.2.attn.l_proj,linear,"[1, 21, 256] x [256, 1024]",0.1117931604385376,0.009876251220703125,0.0007440476329065859,0.004016876220703125,0.043905340135097504,0.025418009608983994,0.126316100358963,0.0848214328289032,0.009876251220703125,0.00390625,0.004016876220703125,0.03778025507926941,0.0256616473197937,0.1427597552537918,0.013392857275903225,0.0075531005859375,0.0316220261156559,0.031703948974609375,0.015459850430488586,0.010151107795536518,0.05481910705566406
text_encoder.bert.encoder.layer.11.attention.self.query,linear,"[1, 14, 768] x [768, 768]",0.1715959906578064,0.014190673828125,9.300595411332324e-05,0.0013241238193586469,0.04370124265551567,0.03420433774590492,0.1663728952407837,0.0905878022313118,0.014190673828125,0.0013020833721384406,0.0013241238193586469,0.02912994846701622,0.02053224854171276,0.13511785864830017,0.010044642724096775,0.007637871894985437,0.0314360111951828,0.0318332239985466,0.008628026582300663,0.006316418759524822,0.03497767448425293
text_encoder.bert.encoder.layer.2.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.11032197624444962,0.0113677978515625,0.00011837121564894915,0.0013478597393259406,0.043624211102724075,0.01587221957743168,0.08104904741048813,0.09588068723678589,0.0113677978515625,0.0013020833721384406,0.0013478597393259406,0.035912640392780304,0.012820885516703129,0.07870142161846161,0.01195549312978983,0.00759040005505085,0.03207859769463539,0.0317637138068676,0.009915195405483246,0.0036575011909008026,0.027985572814941406
text_encoder.bert.encoder.layer.2.attention.self.value,linear,"[1, 21, 768] x [768, 768]",0.1164434626698494,0.0113677978515625,6.200397183420137e-05,0.0013478597393259406,0.04362098127603531,0.0159414391964674,0.08636771142482758,0.0998883992433548,0.0113677978515625,0.0013020833721384406,0.0013478597393259406,0.0369098000228405,0.013045928440988064,0.09588605165481567,0.01109871082007885,0.00759040005505085,0.0317460335791111,0.0317637138068676,0.00993149634450674,0.0036733534652739763,0.01917911320924759
text_encoder.bert.encoder.layer.4.attention.self.key,linear,"[1, 21, 768] x [768, 768]",0.1363467276096344,0.011754353530704975,0.0004340278101153672,0.0013614230556413531,0.04353155195713043,0.030198698863387108,0.1429433822631836,0.0992063581943512,0.011754353530704975,0.0013020833721384406,0.0013614230556413531,0.030805379152297974,0.022509712725877762,0.15302219986915588,0.012276786379516125,0.0075853136368095875,0.0321180559694767,0.0318128801882267,0.008463533595204353,0.006367448251694441,0.03573727607727051
text_encoder.bert.encoder.layer.11.attention.self.key,linear,"[1, 14, 768] x [768, 768]",0.1715959906578064,0.011408488266170025,9.300595411332324e-05,0.0013478597393259406,0.043513212352991104,0.033023614436388016,0.16499921679496765,0.0905878022313118,0.011408488266170025,0.0013020833721384406,0.0013478597393259406,0.029142724350094795,0.020027540624141693,0.13946402072906494,0.010044642724096775,0.00730048306286335,0.0314360111951828,0.0317654088139534,0.008438336662948132,0.006177770439535379,0.0393451452255249
text_encoder.bert.encoder.layer.6.attention.self.value,linear,"[1, 21, 768] x [768, 768]",0.1080109179019928,0.011138916015625,6.200397183420137e-05,0.0013529459247365594,0.0433717779815197,0.02467072755098343,0.14571422338485718,0.067894347012043,0.011138916015625,0.0013020833721384406,0.0013529459247365594,0.023979978635907173,0.0137430215254426,0.1098814457654953,0.012276786379516125,0.0076751708984375,0.0314360149204731,0.0317772775888443,0.00846816599369049,0.005220580846071243,0.03255045413970947
text_encoder.bert.encoder.layer.3.output.dense,linear,"[1, 14, 3072] x [3072, 768]",0.4583333432674408,0.016482459381222725,2.325148852833081e-05,0.00033781264210119843,0.04302128031849861,0.01720527559518814,0.4457108974456787,0.308500736951828,0.016482459381222725,0.00032552084303461015,0.00033781264210119843,0.03273843601346016,0.013598073273897171,0.4705859124660492,0.145066037774086,0.00805706437677145,0.0345749631524086,0.0317637138068676,0.006013183854520321,0.00363213405944407,0.044200122356414795
vision_encoder.backbone.layer.7.attention.q_proj,linear,"[1, 261, 768] x [768, 768]",0.13334131240844727,0.01435004360973835,4.988824912288692e-06,0.0013529459247365594,0.04286907985806465,0.041233621537685394,0.3570314645767212,0.05940193682909012,0.01435004360973835,0.0013170497259125113,0.0013529459247365594,0.019229860976338387,0.018382733687758446,0.20633846521377563,0.014851732179522514,0.00846184603869915,0.03149944171309471,0.0317213274538517,0.0071175238117575645,0.007022757548838854,0.05994987487792969
vision_encoder.backbone.layer.10.attention.q_proj,linear,"[1, 261, 768] x [768, 768]",0.11160500347614288,0.01526557095348835,4.988824912288692e-06,0.0013427734375,0.04260614514350891,0.03846364468336105,0.26249241828918457,0.048276860266923904,0.01526557095348835,0.0013070721179246902,0.0013427734375,0.018012775108218193,0.01808043383061886,0.18961307406425476,0.014243095181882381,0.0085601806640625,0.03161917254328728,0.0317874476313591,0.007235251367092133,0.007441035006195307,0.05676645040512085
text_encoder.bert.encoder.layer.5.output.dense,linear,"[1, 11, 3072] x [3072, 768]",0.400390625,0.017389509826898575,2.9592803912237287e-05,0.0003348456521052867,0.04231179505586624,0.03195801377296448,0.6347067356109619,0.30300071835517883,0.017389509826898575,0.00032552084303461015,0.0003348456521052867,0.026983652263879776,0.017327716574072838,0.6781108379364014,0.14331795275211334,0.0083626639097929,0.03406131640076637,0.031725991517305374,0.007754760794341564,0.004968545865267515,0.0848926305770874
text_encoder.bert.encoder.layer.4.attention.self.key,linear,"[1, 11, 768] x [768, 768]",0.16110321879386902,0.011754353530704975,0.00011837121564894915,0.0013614230556413531,0.04183119907975197,0.029416251927614212,0.17318549752235413,0.11742424964904785,0.011754353530704975,0.0013020833721384406,0.0013614230556413531,0.030699118971824646,0.02235802263021469,0.159676194190979,0.01408617477864027,0.0075853136368095875,0.03172348439693451,0.0318128801882267,0.008432377129793167,0.0063512250781059265,0.03408202528953552
vision_encoder.backbone.layer.8.mlp.down_proj,linear,"[1, 261, 3072] x [3072, 768]",0.500568687915802,0.017305586487054825,1.247206228072173e-06,0.0003348456521052867,0.0415959432721138,0.0465974360704422,0.8411445617675781,0.3653678297996521,0.017305586487054825,0.00033425126457586884,0.0003348456521052867,0.014721126295626163,0.0152865219861269,0.9116134643554688,0.21093250811100006,0.008768717758357525,0.034059956669807434,0.031725142151117325,0.0053183878771960735,0.005117248278111219,0.29634857177734375
text_encoder.bert.encoder.layer.9.output.dense,linear,"[1, 21, 3072] x [3072, 768]",0.6724175810813904,0.016600290313363075,1.550099295855034e-05,0.0003348456521052867,0.04147570952773094,0.09709247201681137,1.602203369140625,0.1793464869260788,0.016600290313363075,0.00032552084303461015,0.0003348456521052867,0.011315909214317799,0.011693299748003483,1.1246566772460938,0.0578962080180645,0.0079328753054142,0.0376054085791111,0.0318247489631176,0.0024473967496305704,0.0027373656630516052,0.06400299072265625
text_encoder.bert.encoder.layer.9.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.08357007801532745,0.011211819015443325,0.00011837121564894915,0.0013529459247365594,0.04139040783047676,0.018802018836140633,0.10534080862998962,0.05433238670229912,0.011211819015443325,0.0013020833721384406,0.0013529459247365594,0.025755060836672783,0.01146914903074503,0.06852269172668457,0.011126894503831863,0.0074564614333212376,0.03136837109923363,0.0318383127450943,0.009238575585186481,0.0044023930095136166,0.02113121747970581
text_encoder.bert.encoder.layer.3.attention.self.key,linear,"[1, 11, 768] x [768, 768]",0.1541193276643753,0.011693318374454975,0.00011837121564894915,0.0013326009502634406,0.04137728735804558,0.03169345483183861,0.15815234184265137,0.10949337482452393,0.011693318374454975,0.0013020833721384406,0.0013326009502634406,0.02486814744770527,0.020126452669501305,0.1333634853363037,0.01302083395421505,0.0076616075821220875,0.03172348439693451,0.0318145751953125,0.006902096327394247,0.0058226073160767555,0.028603672981262207
text_encoder.bert.encoder.layer.3.attention.self.query,linear,"[1, 14, 768] x [768, 768]",0.1346726268529892,0.011296589858829975,9.300595411332324e-05,0.0013376871356740594,0.04135362431406975,0.0317838080227375,0.1843309998512268,0.0896577388048172,0.011296589858829975,0.0013020833721384406,0.0013376871356740594,0.02537420019507408,0.0187505055218935,0.13803109526634216,0.010881696827709675,0.00740729458630085,0.0319940485060215,0.0317840576171875,0.0073360237292945385,0.005682485178112984,0.031242549419403076
text_encoder.bert.encoder.layer.0.attention.self.value,linear,"[1, 14, 768] x [768, 768]",0.0753348246216774,0.011537340469658375,9.300595411332324e-05,0.0013529459247365594,0.04128304868936539,0.015890683978796005,0.09732350707054138,0.0439918152987957,0.011537340469658375,0.0013020833721384406,0.0013529459247365594,0.02259557507932186,0.0078101996332407,0.07303357124328613,0.008556547574698925,0.007809109054505825,0.0319010429084301,0.0318247489631176,0.007943965494632721,0.0030417826492339373,0.017092138528823853
text_encoder.bert.encoder.layer.3.attention.self.key,linear,"[1, 14, 768] x [768, 768]",0.1346726268529892,0.011693318374454975,9.300595411332324e-05,0.0013326009502634406,0.040849823504686356,0.03150452300906181,0.1800609827041626,0.0896577388048172,0.011693318374454975,0.0013020833721384406,0.0013326009502634406,0.023626558482646942,0.01894526556134224,0.1505313515663147,0.010881696827709675,0.0076616075821220875,0.0319940485060215,0.0318145751953125,0.00681247329339385,0.005692618433386087,0.033854544162750244
text_encoder.bert.encoder.layer.1.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.08948864042758942,0.010989719070494175,0.00011837121564894915,0.0013546413974836469,0.040738195180892944,0.014450841583311558,0.06816881895065308,0.07149621099233627,0.010989719070494175,0.0013020833721384406,0.0013546413974836469,0.032015834003686905,0.010861430317163467,0.06833920627832413,0.010416666977107525,0.007458156906068325,0.03172348439693451,0.0318077951669693,0.009549004957079887,0.003407190553843975,0.01799967885017395
vision_encoder.backbone.layer.7.attention.k_proj,linear,"[1, 261, 768] x [768, 768]",0.13334131240844727,0.0154876708984375,4.988824912288692e-06,0.0013427734375,0.04072029888629913,0.04145226255059242,0.31173238158226013,0.05940193682909012,0.0154876708984375,0.0013170497259125113,0.0013427734375,0.01811137981712818,0.018587425351142883,0.22142183780670166,0.014851732179522514,0.008550007827579975,0.03149944171309471,0.0317721888422966,0.006717784330248833,0.007098356261849403,0.07332050800323486
text_encoder.bert.encoder.layer.10.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.09434185922145844,0.01177130825817585,0.00011837121564894915,0.0013597276993095875,0.040718890726566315,0.019932864233851433,0.1092897355556488,0.04983428120613098,0.01177130825817585,0.0013020833721384406,0.0013597276993095875,0.02866554446518421,0.013120479881763458,0.09351447224617004,0.010890152305364609,0.007939656265079975,0.031486742198467255,0.0318247489631176,0.009985636919736862,0.004880585242062807,0.031269073486328125
text_encoder.bert.encoder.layer.5.attention.self.key,linear,"[1, 21, 768] x [768, 768]",0.1282242089509964,0.01158820278942585,6.200397183420137e-05,0.0013512505684047937,0.04056341201066971,0.0322180800139904,0.16086846590042114,0.0768229216337204,0.01158820278942585,0.0013020833721384406,0.0013512505684047937,0.024990549311041832,0.02068384177982807,0.1490190625190735,0.013330853544175625,0.0075395372696220875,0.0314980186522007,0.0318705253303051,0.007794003933668137,0.006831369362771511,0.035125285387039185
vision_encoder.backbone.layer.10.attention.k_proj,linear,"[1, 261, 768] x [768, 768]",0.11160500347614288,0.014797634445130825,4.988824912288692e-06,0.0013326009502634406,0.04056236147880554,0.03934479504823685,0.27363741397857666,0.048276860266923904,0.014797634445130825,0.0013070721179246902,0.0013326009502634406,0.016471417620778084,0.018379298970103264,0.21565616130828857,0.014243095181882381,0.0081329345703125,0.03161917254328728,0.0317467600107193,0.0065897321328520775,0.007506691850721836,0.06654548645019531
text_encoder.bert.encoder.layer.5.attention.self.query,linear,"[1, 21, 768] x [768, 768]",0.1282242089509964,0.011379665695130825,6.200397183420137e-05,0.0013546413974836469,0.040548548102378845,0.03201861307024956,0.1803063154220581,0.0768229216337204,0.011379665695130825,0.0013020833721384406,0.0013546413974836469,0.025164522230625153,0.021104760468006134,0.13437741994857788,0.013330853544175625,0.0074327257461845875,0.0314980186522007,0.0318061001598835,0.008128730580210686,0.006805336568504572,0.03361663222312927
text_encoder.bert.encoder.layer.4.attention.self.key,linear,"[1, 14, 768] x [768, 768]",0.1363467276096344,0.011754353530704975,9.300595411332324e-05,0.0013614230556413531,0.04043223708868027,0.029558684676885605,0.15262135863304138,0.092819944024086,0.011754353530704975,0.0013020833721384406,0.0013614230556413531,0.027947187423706055,0.020756619051098824,0.13179323077201843,0.0096726194024086,0.0075853136368095875,0.0317150317132473,0.0318128801882267,0.008000764064490795,0.006094607524573803,0.033926963806152344
text_encoder.bert.encoder.layer.4.attention.self.query,linear,"[1, 21, 768] x [768, 768]",0.1363467276096344,0.011689928360283375,0.0004340278101153672,0.0013461642665788531,0.04039664566516876,0.030781615525484085,0.1533869504928589,0.0992063581943512,0.011689928360283375,0.0013020833721384406,0.0013461642665788531,0.03033776953816414,0.0226056557148695,0.11790192127227783,0.012276786379516125,0.0074462890625,0.0321180559694767,0.0318569615483284,0.00831200834363699,0.006361949257552624,0.0352015495300293
text_encoder.bert.encoder.layer.10.attention.self.query,linear,"[1, 21, 768] x [768, 768]",0.1058407798409462,0.0121595598757267,6.200397183420137e-05,0.0013478597393259406,0.04033424332737923,0.03182820975780487,0.17977403104305267,0.0528273843228817,0.0121595598757267,0.0013020833721384406,0.0013478597393259406,0.025156518444418907,0.02148238942027092,0.12553465366363525,0.009300596080720425,0.0074971518479287624,0.0318700410425663,0.0318569615483284,0.007263417821377516,0.0062691704370081425,0.0359455943107605
text_encoder.bert.encoder.layer.8.attention.self.value,linear,"[1, 14, 768] x [768, 768]",0.10546875,0.0108184814453125,9.300595411332324e-05,0.0013326009502634406,0.039954543113708496,0.020473163574934006,0.11960947513580322,0.0724516361951828,0.0108184814453125,0.0013020833721384406,0.0013326009502634406,0.027451131492853165,0.01394391618669033,0.0824827179312706,0.011811756528913975,0.0075242784805595875,0.0319010429084301,0.0317976213991642,0.009293715469539165,0.005025484133511782,0.02658367156982422
text_encoder.bert.encoder.layer.10.attention.self.value,linear,"[1, 14, 768] x [768, 768]",0.0857514888048172,0.01177130825817585,9.300595411332324e-05,0.0013597276993095875,0.03991321474313736,0.01967945694923401,0.11835382878780365,0.0454799123108387,0.01177130825817585,0.0013020833721384406,0.0013597276993095875,0.026731600984930992,0.012680375017225742,0.10241258144378662,0.0116257444024086,0.007939656265079975,0.0319010429084301,0.0318247489631176,0.00953543558716774,0.00490895751863718,0.030646800994873047
text_encoder.bert.encoder.layer.7.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.10724432021379471,0.010976155288517475,0.00011837121564894915,0.0013410780811682343,0.03974951058626175,0.019951369613409042,0.10061720013618469,0.08357007801532745,0.010976155288517475,0.0013020833721384406,0.0013410780811682343,0.029967237263917923,0.013767058029770851,0.11594545841217041,0.012073864229023457,0.0074259438551962376,0.03172348439693451,0.0317772775888443,0.010127508081495762,0.004893565084785223,0.026111900806427002
text_encoder.bert.encoder.layer.1.attention.self.value,linear,"[1, 21, 768] x [768, 768]",0.090401791036129,0.010989719070494175,6.200397183420137e-05,0.0013546413974836469,0.039458561688661575,0.014449113979935646,0.07539701461791992,0.0698784738779068,0.010989719070494175,0.0013020833721384406,0.0013546413974836469,0.03135767951607704,0.010918582789599895,0.06374356895685196,0.009858631528913975,0.007458156906068325,0.0318700410425663,0.0318077951669693,0.009185859933495522,0.0033612640108913183,0.02002716064453125
text_encoder.bert.encoder.layer.5.attention.self.key,linear,"[1, 11, 768] x [768, 768]",0.1557765156030655,0.01158820278942585,0.00011837121564894915,0.0013512505684047937,0.039316799491643906,0.031099623069167137,0.15870416164398193,0.1145833358168602,0.01158820278942585,0.0013020833721384406,0.0013512505684047937,0.02664785459637642,0.02234044298529625,0.13332253694534302,0.012784091755747795,0.0075395372696220875,0.031960226595401764,0.0318705253303051,0.008012941107153893,0.006793277803808451,0.040431395173072815
text_encoder.bert.encoder.layer.3.attention.self.key,linear,"[1, 21, 768] x [768, 768]",0.1476934552192688,0.011693318374454975,6.200397183420137e-05,0.0013326009502634406,0.039308950304985046,0.030979087576270103,0.1455860137939453,0.0914558619260788,0.011693318374454975,0.0013020833721384406,0.0013326009502634406,0.023598039522767067,0.01949908398091793,0.13682860136032104,0.010850694961845875,0.0076616075821220875,0.0318700410425663,0.0318145751953125,0.006679048296064138,0.005783508997410536,0.03365708887577057
vision_encoder.backbone.layer.9.attention.q_proj,linear,"[1, 261, 768] x [768, 768]",0.11001356691122055,0.013824462890625,4.988824912288692e-06,0.0013309054775163531,0.03926706314086914,0.03788894787430763,0.26451611518859863,0.04840157926082611,0.013824462890625,0.0013170497259125113,0.0013309054775163531,0.017580877989530563,0.017647497355937958,0.16726477444171906,0.013245330192148685,0.008182101882994175,0.031594227999448776,0.0317637138068676,0.007029457949101925,0.007190530188381672,0.05550104379653931
text_encoder.bert.encoder.layer.6.attention.self.value,linear,"[1, 11, 768] x [768, 768]",0.1276041716337204,0.011138916015625,0.00011837121564894915,0.0013529459247365594,0.03919825330376625,0.023884447291493416,0.1388293206691742,0.09907671064138412,0.011138916015625,0.0013020833721384406,0.0013529459247365594,0.027813326567411423,0.01560487225651741,0.10642537474632263,0.010535038076341152,0.0076751708984375,0.03207859769463539,0.0317772775888443,0.009188186377286911,0.0052837892435491085,0.02689915895462036
text_encoder.bert.encoder.layer.5.attention.self.query,linear,"[1, 11, 768] x [768, 768]",0.1557765156030655,0.011379665695130825,0.00011837121564894915,0.0013546413974836469,0.03901974856853485,0.03174401819705963,0.18827247619628906,0.1145833358168602,0.011379665695130825,0.0013020833721384406,0.0013546413974836469,0.027109285816550255,0.022164756432175636,0.13252604007720947,0.012784091755747795,0.0074327257461845875,0.031960226595401764,0.0318061001598835,0.007944084703922272,0.006677727214992046,0.032647550106048584
text_encoder.bert.encoder.layer.2.attention.self.value,linear,"[1, 14, 768] x [768, 768]",0.0892857164144516,0.0113677978515625,9.300595411332324e-05,0.0013478597393259406,0.038866475224494934,0.01596447452902794,0.09845495223999023,0.0734747052192688,0.0113677978515625,0.0013020833721384406,0.0013478597393259406,0.029889291152358055,0.011966952122747898,0.07149870693683624,0.01023065485060215,0.00759040005505085,0.0317150317132473,0.0317637138068676,0.00890005100518465,0.0036718568298965693,0.01916571334004402
text_encoder.bert.encoder.layer.4.attention.self.query,linear,"[1, 11, 768] x [768, 768]",0.16110321879386902,0.011689928360283375,0.00011837121564894915,0.0013461642665788531,0.03815534710884094,0.02945565991103649,0.16390351951122284,0.11742424964904785,0.011689928360283375,0.0013020833721384406,0.0013461642665788531,0.029386144131422043,0.022393319755792618,0.13532555103302002,0.01408617477864027,0.0074462890625,0.03172348439693451,0.0318569615483284,0.008047077804803848,0.006265715230256319,0.04537162929773331
vision_encoder.backbone.layer.11.attention.v_proj,linear,"[1, 261, 768] x [768, 768]",0.07116558402776718,0.012134128250181675,4.988824912288692e-06,0.0013461642665788531,0.037590354681015015,0.03894145414233208,0.23916812241077423,0.04455020651221275,0.012134128250181675,0.0013070721179246902,0.0013461642665788531,0.024980321526527405,0.025751754641532898,0.23154139518737793,0.014008620753884315,0.007854885421693325,0.031594227999448776,0.0317789725959301,0.010822211392223835,0.011374174617230892,0.08322674036026001
text_encoder.bert.encoder.layer.5.attention.self.query,linear,"[1, 14, 768] x [768, 768]",0.1329985111951828,0.011379665695130825,9.300595411332324e-05,0.0013546413974836469,0.03748209401965141,0.03157678246498108,0.174218088388443,0.0958891361951828,0.011379665695130825,0.0013020833721384406,0.0013546413974836469,0.026776906102895737,0.022610154002904892,0.13183724880218506,0.011904762126505375,0.0074327257461845875,0.0314360111951828,0.0318061001598835,0.0077445246279239655,0.006646524183452129,0.03660339117050171
text_encoder.bert.encoder.layer.5.attention.self.key,linear,"[1, 14, 768] x [768, 768]",0.1329985111951828,0.01158820278942585,9.300595411332324e-05,0.0013512505684047937,0.03745798021554947,0.031390298157930374,0.171783447265625,0.0958891361951828,0.01158820278942585,0.0013020833721384406,0.0013512505684047937,0.026890018954873085,0.022201981395483017,0.11757946014404297,0.011904762126505375,0.0075395372696220875,0.0314360111951828,0.0318705253303051,0.007936174981296062,0.006683304440230131,0.03675520420074463
text_encoder.bert.encoder.layer.2.attention.self.query,linear,"[1, 11, 768] x [768, 768]",0.11032197624444962,0.0120832659304142,0.00011837121564894915,0.0013444689102470875,0.03741453215479851,0.027510913088917732,0.1728818416595459,0.09588068723678589,0.0120832659304142,0.0013020833721384406,0.0013444689102470875,0.03000020608305931,0.021455686539411545,0.1376069188117981,0.01195549312978983,0.007659912109375,0.03207859769463539,0.0318061001598835,0.008906438946723938,0.006510953418910503,0.03933316469192505
text_encoder.bert.encoder.layer.4.attention.self.query,linear,"[1, 14, 768] x [768, 768]",0.1363467276096344,0.011689928360283375,9.300595411332324e-05,0.0013461642665788531,0.03735790401697159,0.03021989017724991,0.17588698863983154,0.092819944024086,0.011689928360283375,0.0013020833721384406,0.0013461642665788531,0.026759570464491844,0.021213248372077942,0.13486450910568237,0.0096726194024086,0.0074462890625,0.0317150317132473,0.0318569615483284,0.007608249317854643,0.006212708540260792,0.034458257257938385
vision_encoder.backbone.layer.9.attention.k_proj,linear,"[1, 261, 768] x [768, 768]",0.11001356691122055,0.01471625454723835,4.988824912288692e-06,0.0013410780811682343,0.03643345460295677,0.038073182106018066,0.2663789391517639,0.04840157926082611,0.01471625454723835,0.0013170497259125113,0.0013410780811682343,0.016009962186217308,0.017847442999482155,0.15964078903198242,0.013245330192148685,0.0083143450319767,0.031594227999448776,0.0317586250603199,0.006326561328023672,0.007188488729298115,0.060560405254364014
vision_encoder.backbone.layer.4.attention.q_proj,linear,"[1, 261, 768] x [768, 768]",0.18024125695228577,0.0152265764772892,4.988824912288692e-06,0.0013393826084211469,0.036421943455934525,0.04559755697846413,0.34987592697143555,0.08147748559713364,0.0152265764772892,0.0013070721179246902,0.0013393826084211469,0.016845257952809334,0.02067345194518566,0.22089004516601562,0.019850533455610275,0.008760240860283375,0.03152438625693321,0.0317264124751091,0.006185411941260099,0.007830055430531502,0.05719456076622009
text_encoder.bert.encoder.layer.0.attention.self.query,linear,"[1, 14, 768] x [768, 768]",0.0753348246216774,0.01291741244494915,9.300595411332324e-05,0.0013546413974836469,0.03605933487415314,0.024731414392590523,0.13393890857696533,0.0439918152987957,0.01291741244494915,0.0013020833721384406,0.0013546413974836469,0.02005169354379177,0.012353030033409595,0.11674535274505615,0.008556547574698925,0.007744683418422937,0.0319010429084301,0.03179931640625,0.006963217630982399,0.00465903477743268,0.029717564582824707
