seq,module_path,op,mapping,optimization_flags,total_cycles,base_total_cycles,serial_total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,base_write_cycles,activation_read_cycles,base_activation_read_cycles,weight_read_cycles,base_weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,pipeline_guard_cycles
135,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
136,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
137,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
138,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
139,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
140,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
141,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
142,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
143,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
144,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
145,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
146,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
147,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
148,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
149,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
150,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
151,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
152,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
153,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
154,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
155,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
156,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
157,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
158,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
159,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
160,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
161,vision_encoder.backbone.layer.7.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
162,vision_encoder.backbone.layer.7.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
163,vision_encoder.backbone.layer.7.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
164,vision_encoder.backbone.layer.8.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
165,vision_encoder.backbone.layer.8.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
166,vision_encoder.backbone.layer.8.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
167,vision_encoder.backbone.layer.8.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
168,vision_encoder.backbone.layer.8.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
169,vision_encoder.backbone.layer.8.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
170,vision_encoder.backbone.layer.8.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
171,vision_encoder.backbone.layer.8.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
172,vision_encoder.backbone.layer.9.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
173,vision_encoder.backbone.layer.9.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
174,vision_encoder.backbone.layer.9.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
175,vision_encoder.backbone.layer.9.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
176,vision_encoder.backbone.layer.9.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
177,vision_encoder.backbone.layer.9.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
178,vision_encoder.backbone.layer.9.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
179,vision_encoder.backbone.layer.9.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
180,vision_encoder.backbone.layer.10.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
181,vision_encoder.backbone.layer.10.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
182,vision_encoder.backbone.layer.10.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
183,vision_encoder.backbone.layer.10.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
184,vision_encoder.backbone.layer.10.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
185,vision_encoder.backbone.layer.10.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
186,vision_encoder.backbone.layer.10.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
187,vision_encoder.backbone.layer.10.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
188,vision_encoder.backbone.layer.11.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
189,vision_encoder.backbone.layer.11.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
190,vision_encoder.backbone.layer.11.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
191,vision_encoder.backbone.layer.11.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
192,vision_encoder.backbone.layer.11.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
193,vision_encoder.backbone.layer.11.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
194,vision_encoder.backbone.layer.11.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
195,vision_encoder.backbone.layer.11.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
196,vision_encoder.backbone.norm,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
197,vision_encoder.backbone.embeddings.patch_embeddings,AUX_EVENT,aux_behavior,overlap,147456,147456,,,147456,,,,,,,,,,,786432,,393216,
198,vision_encoder.backbone.layer.0.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
199,vision_encoder.backbone.layer.0.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
200,vision_encoder.backbone.layer.0.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
201,vision_encoder.backbone.layer.0.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
202,vision_encoder.backbone.layer.0.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
203,vision_encoder.backbone.layer.0.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
204,vision_encoder.backbone.layer.0.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
205,vision_encoder.backbone.layer.0.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
206,vision_encoder.backbone.layer.1.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
207,vision_encoder.backbone.layer.1.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
208,vision_encoder.backbone.layer.1.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
209,vision_encoder.backbone.layer.1.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
210,vision_encoder.backbone.layer.1.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
211,vision_encoder.backbone.layer.1.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
212,vision_encoder.backbone.layer.1.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
213,vision_encoder.backbone.layer.1.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
214,vision_encoder.backbone.layer.2.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
215,vision_encoder.backbone.layer.2.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
216,vision_encoder.backbone.layer.2.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
217,vision_encoder.backbone.layer.2.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
218,vision_encoder.backbone.layer.2.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
219,vision_encoder.backbone.layer.2.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
220,vision_encoder.backbone.layer.2.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
221,vision_encoder.backbone.layer.2.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
222,vision_encoder.backbone.layer.3.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
223,vision_encoder.backbone.layer.3.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
224,vision_encoder.backbone.layer.3.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
225,vision_encoder.backbone.layer.3.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
226,vision_encoder.backbone.layer.3.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
227,vision_encoder.backbone.layer.3.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
228,vision_encoder.backbone.layer.3.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
229,vision_encoder.backbone.layer.3.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
230,vision_encoder.backbone.layer.4.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
231,vision_encoder.backbone.layer.4.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
232,vision_encoder.backbone.layer.4.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
233,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
234,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
235,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
236,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
237,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
238,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
239,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
240,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
241,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
242,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
243,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
244,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
245,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
246,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
247,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
248,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
249,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
250,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
251,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
252,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
253,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
254,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
255,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
256,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
257,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
258,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
259,vision_encoder.backbone.layer.7.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
260,vision_encoder.backbone.layer.7.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
261,vision_encoder.backbone.layer.7.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
262,vision_encoder.backbone.layer.8.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
263,vision_encoder.backbone.layer.8.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
264,vision_encoder.backbone.layer.8.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
265,vision_encoder.backbone.layer.8.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
266,vision_encoder.backbone.layer.8.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
267,vision_encoder.backbone.layer.8.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
268,vision_encoder.backbone.layer.8.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
269,vision_encoder.backbone.layer.8.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
270,vision_encoder.backbone.layer.9.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
271,vision_encoder.backbone.layer.9.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
272,vision_encoder.backbone.layer.9.attention.k_proj,GEMM_W8A16,rtl_gemm,overlap,213248,448288,448288,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
273,vision_encoder.backbone.layer.9.attention.v_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
274,vision_encoder.backbone.layer.9.attention.o_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
275,vision_encoder.backbone.layer.9.norm2,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
276,vision_encoder.backbone.layer.9.mlp.up_proj,GEMM_W8A16,rtl_gemm,overlap,852992,1843264,1843264,852992,,4352,50112,50112,50112,801792,801792,835584,835584,615776256,1088,400896,2359296,1603584,0
277,vision_encoder.backbone.layer.9.mlp.down_proj,GEMM_W8A16,rtl_gemm,overlap,839936,1714192,1714192,839936,,1088,12528,12528,12528,801792,801792,835584,835584,615776256,272,1603584,2359296,400896,0
278,vision_encoder.backbone.layer.10.norm1,LAYER_NORM,rtl_vector,overlap,100224,100224,,,100224,,,,,,,,,,,801792,,801792,
279,vision_encoder.backbone.layer.10.attention.q_proj,GEMM_W8A16,rtl_gemm,overlap,213248,460816,460816,213248,,1088,12528,12528,12528,200448,200448,208896,208896,153944064,272,400896,589824,400896,0
