seq,module_path,op,mapping,optimization_flags,total_cycles,base_total_cycles,serial_total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,base_write_cycles,activation_read_cycles,base_activation_read_cycles,weight_read_cycles,base_weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,pipeline_guard_cycles
91,text_encoder.bert.encoder.layer.11.attention.self.value,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25104,52816,40528,25088,,128,1008,1008,1008,1008,16128,12288,24576,12386304,32,32256,589824,32256,16
92,text_encoder.bert.encoder.layer.11.attention.output.dense,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25104,52816,40528,25088,,128,1008,1008,1008,1008,16128,12288,24576,12386304,32,32256,589824,32256,16
93,text_encoder.bert.encoder.layer.11.attention.output.LayerNorm,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",6048,8064,,,6048,,,,,,,,,,,64512,,64512,
94,text_encoder.bert.encoder.layer.11.intermediate.dense,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",100368,211264,162112,100352,,512,4032,4032,4032,1008,64512,49152,98304,49545216,128,32256,2359296,129024,16
95,text_encoder.bert.encoder.layer.11.output.dense,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",98832,200272,151120,98816,,128,1008,1008,1008,4032,64512,49152,98304,49545216,32,129024,2359296,32256,16
96,text_encoder.bert.encoder.layer.11.output.LayerNorm,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",6048,8064,,,6048,,,,,,,,,,,64512,,64512,
97,text_encoder.bert.pooler.dense,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12560,25040,25040,12544,,64,48,48,48,48,768,12288,12288,589824,16,1536,589824,1536,16
98,text_encoder.text_projection,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",9424,18656,14560,9408,,48,336,336,336,1008,6048,4096,8192,4128768,12,32256,196608,10752,16
99,vision_encoder.backbone.embeddings.patch_embeddings,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",147456,147456,,,147456,,,,,,,,,,,786432,,393216,
100,vision_encoder.backbone.layer.0.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
101,vision_encoder.backbone.layer.0.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
102,vision_encoder.backbone.layer.0.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
103,vision_encoder.backbone.layer.0.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
104,vision_encoder.backbone.layer.0.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
105,vision_encoder.backbone.layer.0.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
106,vision_encoder.backbone.layer.0.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
107,vision_encoder.backbone.layer.0.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
108,vision_encoder.backbone.layer.1.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
109,vision_encoder.backbone.layer.1.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
110,vision_encoder.backbone.layer.1.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
111,vision_encoder.backbone.layer.1.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
112,vision_encoder.backbone.layer.1.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
113,vision_encoder.backbone.layer.1.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
114,vision_encoder.backbone.layer.1.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
115,vision_encoder.backbone.layer.1.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
116,vision_encoder.backbone.layer.2.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
117,vision_encoder.backbone.layer.2.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
118,vision_encoder.backbone.layer.2.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
119,vision_encoder.backbone.layer.2.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
120,vision_encoder.backbone.layer.2.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
121,vision_encoder.backbone.layer.2.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
122,vision_encoder.backbone.layer.2.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
123,vision_encoder.backbone.layer.2.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
124,vision_encoder.backbone.layer.3.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
125,vision_encoder.backbone.layer.3.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
126,vision_encoder.backbone.layer.3.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
127,vision_encoder.backbone.layer.3.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
128,vision_encoder.backbone.layer.3.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
129,vision_encoder.backbone.layer.3.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
130,vision_encoder.backbone.layer.3.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
131,vision_encoder.backbone.layer.3.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
132,vision_encoder.backbone.layer.4.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
133,vision_encoder.backbone.layer.4.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
134,vision_encoder.backbone.layer.4.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
135,vision_encoder.backbone.layer.4.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
136,vision_encoder.backbone.layer.4.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
137,vision_encoder.backbone.layer.4.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
138,vision_encoder.backbone.layer.4.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
139,vision_encoder.backbone.layer.4.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
140,vision_encoder.backbone.layer.5.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
141,vision_encoder.backbone.layer.5.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
142,vision_encoder.backbone.layer.5.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
143,vision_encoder.backbone.layer.5.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
144,vision_encoder.backbone.layer.5.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
145,vision_encoder.backbone.layer.5.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
146,vision_encoder.backbone.layer.5.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
147,vision_encoder.backbone.layer.5.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
148,vision_encoder.backbone.layer.6.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
149,vision_encoder.backbone.layer.6.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
150,vision_encoder.backbone.layer.6.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
151,vision_encoder.backbone.layer.6.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
152,vision_encoder.backbone.layer.6.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
153,vision_encoder.backbone.layer.6.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
154,vision_encoder.backbone.layer.6.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
155,vision_encoder.backbone.layer.6.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
156,vision_encoder.backbone.layer.7.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
157,vision_encoder.backbone.layer.7.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
158,vision_encoder.backbone.layer.7.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
159,vision_encoder.backbone.layer.7.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
160,vision_encoder.backbone.layer.7.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
161,vision_encoder.backbone.layer.7.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
162,vision_encoder.backbone.layer.7.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
163,vision_encoder.backbone.layer.7.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
164,vision_encoder.backbone.layer.8.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
165,vision_encoder.backbone.layer.8.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
166,vision_encoder.backbone.layer.8.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
167,vision_encoder.backbone.layer.8.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
168,vision_encoder.backbone.layer.8.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
169,vision_encoder.backbone.layer.8.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
170,vision_encoder.backbone.layer.8.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
171,vision_encoder.backbone.layer.8.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
172,vision_encoder.backbone.layer.9.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
173,vision_encoder.backbone.layer.9.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
174,vision_encoder.backbone.layer.9.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
175,vision_encoder.backbone.layer.9.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
176,vision_encoder.backbone.layer.9.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
177,vision_encoder.backbone.layer.9.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
178,vision_encoder.backbone.layer.9.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
179,vision_encoder.backbone.layer.9.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
180,vision_encoder.backbone.layer.10.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
181,vision_encoder.backbone.layer.10.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
182,vision_encoder.backbone.layer.10.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
183,vision_encoder.backbone.layer.10.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
184,vision_encoder.backbone.layer.10.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
185,vision_encoder.backbone.layer.10.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
