seq,module_path,op,mapping,optimization_flags,total_cycles,base_total_cycles,serial_total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,base_write_cycles,activation_read_cycles,base_activation_read_cycles,weight_read_cycles,base_weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,pipeline_guard_cycles
281,vision_encoder.backbone.layer.10.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
282,vision_encoder.backbone.layer.10.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
283,vision_encoder.backbone.layer.10.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
284,vision_encoder.backbone.layer.10.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
285,vision_encoder.backbone.layer.10.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
286,vision_encoder.backbone.layer.11.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
287,vision_encoder.backbone.layer.11.attention.q_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
288,vision_encoder.backbone.layer.11.attention.k_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,448288,251920,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
289,vision_encoder.backbone.layer.11.attention.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
290,vision_encoder.backbone.layer.11.attention.o_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",213264,460816,264448,213248,,1088,12528,12528,12528,12528,200448,12288,208896,153944064,272,400896,589824,400896,16
291,vision_encoder.backbone.layer.11.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
292,vision_encoder.backbone.layer.11.mlp.up_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",853008,1843264,1056832,852992,,4352,50112,50112,50112,12528,801792,49152,835584,615776256,1088,400896,2359296,1603584,16
293,vision_encoder.backbone.layer.11.mlp.down_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",839952,1714192,928720,839936,,1088,12528,12528,12528,50112,801792,49152,835584,615776256,272,1603584,2359296,400896,16
294,vision_encoder.backbone.norm,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",75168,100224,,,75168,,,,,,,,,,,801792,,801792,
295,vision_projection.skip,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",150544,315136,192256,150528,,768,8192,8192,8192,24576,147456,4096,131072,100663296,192,786432,196608,262144,16
296,vision_projection.input_norm,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",147456,196608,,,147456,,,,,,,,,,,1572864,,1572864,
297,vision_projection.mlp.0,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",551952,1193728,677632,551936,,2816,32768,32768,32768,24576,540672,16384,524288,402653184,704,786432,786432,1048576,16
298,vision_projection.mlp.1,GELU,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",131072,163840,,,131072,,,,,,,,,,,2097152,,2097152,
299,vision_projection.mlp.3,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
300,vision_projection.output_norm,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
301,vision_language_interaction.fusion_layers.0.layer_norm_v,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
302,vision_language_interaction.fusion_layers.0.layer_norm_l,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
303,vision_language_interaction.fusion_layers.0.attn.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
304,vision_language_interaction.fusion_layers.0.attn.l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
305,vision_language_interaction.fusion_layers.0.attn.values_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
306,vision_language_interaction.fusion_layers.0.attn.values_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
bmm:5268,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",34880,73472,73472,34816,,512,2688,2688,2688,32768,32768,448,14336,11010048,128,1048576,21504,86016,64
bmm:5289,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",68672,113152,99712,28416,,3072,32768,32768,32768,2688,16128,448,14336,11010048,768,86016,21504,1048576,64
bmm:5290,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25408,50072,39148,25344,,192,1344,1344,1344,2688,16128,10924,21848,11010048,48,86016,524288,43008,64
307,vision_language_interaction.fusion_layers.0.attn.out_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
308,vision_language_interaction.fusion_layers.0.attn.out_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
bmm:5357,vision_language_interaction.text_layers.0.self_attn,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",800,1552,1440,592,,64,336,336,336,112,224,112,224,112896,16,3528,5376,10752,64
309,vision_language_interaction.text_layers.0.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3360,3360,,,3360,,,,,,,,,,,21504,,21504,
310,vision_language_interaction.text_layers.0.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
311,vision_language_interaction.text_layers.0.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
312,vision_language_interaction.text_layers.0.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
313,vision_language_interaction.text_layers.0.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
314,vision_language_interaction.fusion_layers.1.layer_norm_v,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
315,vision_language_interaction.fusion_layers.1.layer_norm_l,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
316,vision_language_interaction.fusion_layers.1.attn.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
317,vision_language_interaction.fusion_layers.1.attn.l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
318,vision_language_interaction.fusion_layers.1.attn.values_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
319,vision_language_interaction.fusion_layers.1.attn.values_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
bmm:5490,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",34880,73472,73472,34816,,512,2688,2688,2688,32768,32768,448,14336,11010048,128,1048576,21504,86016,64
bmm:5511,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",68672,113152,99712,28416,,3072,32768,32768,32768,2688,16128,448,14336,11010048,768,86016,21504,1048576,64
bmm:5512,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25408,50072,39148,25344,,192,1344,1344,1344,2688,16128,10924,21848,11010048,48,86016,524288,43008,64
320,vision_language_interaction.fusion_layers.1.attn.out_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
321,vision_language_interaction.fusion_layers.1.attn.out_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
bmm:5579,vision_language_interaction.text_layers.1.self_attn,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",800,1552,1440,592,,64,336,336,336,112,224,112,224,112896,16,3528,5376,10752,64
322,vision_language_interaction.text_layers.1.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3360,3360,,,3360,,,,,,,,,,,21504,,21504,
323,vision_language_interaction.text_layers.1.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
324,vision_language_interaction.text_layers.1.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
325,vision_language_interaction.text_layers.1.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
326,vision_language_interaction.text_layers.1.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
327,vision_language_interaction.fusion_layers.2.layer_norm_v,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
328,vision_language_interaction.fusion_layers.2.layer_norm_l,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
329,vision_language_interaction.fusion_layers.2.attn.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
330,vision_language_interaction.fusion_layers.2.attn.l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
331,vision_language_interaction.fusion_layers.2.attn.values_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
332,vision_language_interaction.fusion_layers.2.attn.values_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
bmm:5712,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",34880,73472,73472,34816,,512,2688,2688,2688,32768,32768,448,14336,11010048,128,1048576,21504,86016,64
bmm:5733,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",68672,113152,99712,28416,,3072,32768,32768,32768,2688,16128,448,14336,11010048,768,86016,21504,1048576,64
bmm:5734,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25408,50072,39148,25344,,192,1344,1344,1344,2688,16128,10924,21848,11010048,48,86016,524288,43008,64
333,vision_language_interaction.fusion_layers.2.attn.out_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
334,vision_language_interaction.fusion_layers.2.attn.out_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
bmm:5801,vision_language_interaction.text_layers.2.self_attn,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",800,1552,1440,592,,64,336,336,336,112,224,112,224,112896,16,3528,5376,10752,64
335,vision_language_interaction.text_layers.2.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3360,3360,,,3360,,,,,,,,,,,21504,,21504,
336,vision_language_interaction.text_layers.2.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
337,vision_language_interaction.text_layers.2.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
338,vision_language_interaction.text_layers.2.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
339,vision_language_interaction.text_layers.2.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
340,vision_language_interaction.fusion_layers.3.layer_norm_v,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
341,vision_language_interaction.fusion_layers.3.layer_norm_l,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
342,vision_language_interaction.fusion_layers.3.attn.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
343,vision_language_interaction.fusion_layers.3.attn.l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
344,vision_language_interaction.fusion_layers.3.attn.values_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
345,vision_language_interaction.fusion_layers.3.attn.values_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
bmm:5934,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",34880,73472,73472,34816,,512,2688,2688,2688,32768,32768,448,14336,11010048,128,1048576,21504,86016,64
bmm:5955,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",68672,113152,99712,28416,,3072,32768,32768,32768,2688,16128,448,14336,11010048,768,86016,21504,1048576,64
bmm:5956,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25408,50072,39148,25344,,192,1344,1344,1344,2688,16128,10924,21848,11010048,48,86016,524288,43008,64
346,vision_language_interaction.fusion_layers.3.attn.out_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
347,vision_language_interaction.fusion_layers.3.attn.out_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
bmm:6023,vision_language_interaction.text_layers.3.self_attn,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",800,1552,1440,592,,64,336,336,336,112,224,112,224,112896,16,3528,5376,10752,64
348,vision_language_interaction.text_layers.3.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3360,3360,,,3360,,,,,,,,,,,21504,,21504,
349,vision_language_interaction.text_layers.3.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
350,vision_language_interaction.text_layers.3.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
351,vision_language_interaction.text_layers.3.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
352,vision_language_interaction.text_layers.3.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
353,vision_language_interaction.fusion_layers.4.layer_norm_v,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
354,vision_language_interaction.fusion_layers.4.layer_norm_l,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
355,vision_language_interaction.fusion_layers.4.attn.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
356,vision_language_interaction.fusion_layers.4.attn.l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
357,vision_language_interaction.fusion_layers.4.attn.values_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
358,vision_language_interaction.fusion_layers.4.attn.values_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
bmm:6156,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",34880,73472,73472,34816,,512,2688,2688,2688,32768,32768,448,14336,11010048,128,1048576,21504,86016,64
bmm:6177,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",68672,113152,99712,28416,,3072,32768,32768,32768,2688,16128,448,14336,11010048,768,86016,21504,1048576,64
bmm:6178,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25408,50072,39148,25344,,192,1344,1344,1344,2688,16128,10924,21848,11010048,48,86016,524288,43008,64
359,vision_language_interaction.fusion_layers.4.attn.out_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
