descriptor_id,source_seq,op,mapping,total_cycles,mapped_cycles,fallback_cycles,compute_cycles,read_cycles,write_cycles,snapshot_cycles,requant_cycles,valid_mac_count,active_pe_cycles,tile_count,activation_bytes,weight_bytes,output_bytes
0,0,AUX_EVENT,aux_behavior,36864,0,36864,0,1,12288,0,0,0,0,0,1,0,196608
1,1,LAYOUT,layout_rtl,24576,0,24576,0,1,12288,0,0,0,0,0,1,0,196608
2,2,ADD,vector_rtl,24576,0,24576,0,1,12288,0,0,0,0,0,1,0,196608
3,3,DIV,vector_rtl,24576,0,24576,0,1,12288,0,0,0,0,0,1,0,196608
4,4,AUX_EVENT,aux_behavior,36864,0,36864,0,1,12288,0,0,0,0,0,1,0,196608
5,5,LAYOUT,layout_rtl,24576,0,24576,0,1,12288,0,0,0,0,0,1,0,196608
6,6,ADD,vector_rtl,24576,0,24576,0,1,12288,0,0,0,0,0,1,0,196608
7,7,DIV,vector_rtl,24576,0,24576,0,1,12288,0,0,0,0,0,1,0,196608
8,8,AUX_EVENT,aux_behavior,36864,0,36864,0,1,12288,0,0,0,0,0,1,0,196608
9,9,LAYOUT,layout_rtl,49152,0,49152,0,1,24576,0,0,0,0,0,1,0,393216
10,10,AUX_EVENT,aux_behavior,73728,0,73728,0,1,24576,0,0,0,0,0,1,0,393216
11,11,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,8
12,12,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,8
13,13,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,8
14,14,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,8
15,15,AUX_EVENT,aux_behavior,73728,0,73728,0,1,24576,0,0,0,0,0,1,0,393216
16,16,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,8
17,17,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
18,18,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
19,19,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
20,20,AUX_EVENT,aux_behavior,84,0,84,0,1,28,0,0,0,0,0,1,0,441
21,21,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
22,22,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
23,23,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
24,24,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
25,25,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
26,26,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
27,27,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
28,28,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
29,29,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
30,30,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
31,31,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
32,32,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
33,33,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
34,34,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
35,35,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
36,36,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
37,37,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
38,38,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
39,39,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
40,40,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
41,41,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
42,42,AUX_EVENT,aux_behavior,84,0,84,0,1,28,0,0,0,0,0,1,0,441
43,43,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
44,44,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
45,45,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
46,46,LAYOUT,layout_rtl,16,0,16,0,1,1,0,0,0,0,0,1,0,4
47,47,LAYOUT,layout_rtl,16,0,16,0,1,1,0,0,0,0,0,1,0,2
48,48,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
49,49,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
50,50,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
51,51,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
52,52,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
53,53,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
54,54,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
55,55,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
56,56,LAYOUT,layout_rtl,16,0,16,0,1,2,0,0,0,0,0,1,0,21
57,57,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
58,58,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
59,59,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
60,60,LAYOUT,layout_rtl,16,0,16,0,1,2,0,0,0,0,0,1,0,21
61,61,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
62,62,LAYOUT,layout_rtl,16,0,16,0,1,2,0,0,0,0,0,1,0,21
63,63,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
64,64,LAYOUT,layout_rtl,16,0,16,0,1,1,0,0,0,0,0,1,0,4
65,65,LAYOUT,layout_rtl,16,0,16,0,1,1,0,0,0,0,0,1,0,2
66,66,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
67,67,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
68,68,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
69,69,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
70,70,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
71,71,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
72,72,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
73,73,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
74,74,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
75,75,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
76,76,LAYOUT,layout_rtl,16,0,16,0,1,2,0,0,0,0,0,1,0,21
77,77,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
78,78,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
79,79,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
80,80,LAYOUT,layout_rtl,16,0,16,0,1,2,0,0,0,0,0,1,0,21
81,81,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
82,82,LAYOUT,layout_rtl,16,0,16,0,1,2,0,0,0,0,0,1,0,21
83,83,AUX_EVENT,aux_behavior,16,0,16,0,1,1,0,0,0,0,0,1,0,1
84,84,AUX_EVENT,aux_behavior,16,0,16,0,1,2,0,0,0,0,0,1,0,21
85,85,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
86,86,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
87,87,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
88,88,LAYOUT,layout_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
89,89,AUX_EVENT,aux_behavior,84,0,84,0,1,28,0,0,0,0,0,1,0,441
90,90,ADD,vector_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
91,91,MUL,vector_rtl,56,0,56,0,1,28,0,0,0,0,0,1,0,441
92,92,EMBED,memory_rtl,2930112,0,2930112,0,1,1465056,0,0,0,0,0,1,0,23440896
93,93,EMBED,memory_rtl,192,0,192,0,1,96,0,0,0,0,0,1,0,1536
94,94,ADD,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
95,95,EMBED,memory_rtl,49152,0,49152,0,1,24576,0,0,0,0,0,1,0,393216
96,96,ADD,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
97,97,LAYER_NORM,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
98,98,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
99,99,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
100,100,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
101,101,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
102,102,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
103,103,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
104,104,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
105,105,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
106,106,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
107,107,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
108,108,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
109,109,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
110,110,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
111,111,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
112,112,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
113,113,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
114,114,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
115,115,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
116,116,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
117,117,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
118,118,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
119,119,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
120,120,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
121,121,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
122,122,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
123,123,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
124,124,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
125,125,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
126,126,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
127,127,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
128,128,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
129,129,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
130,130,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
131,131,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
132,132,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
133,133,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
134,134,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
135,135,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
136,136,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
137,137,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
138,138,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
139,139,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
140,140,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
141,141,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
142,142,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
143,143,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
144,144,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
145,145,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
146,146,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
147,147,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
148,148,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
149,149,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
150,150,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
151,151,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
152,152,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
153,153,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
154,154,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
155,155,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
156,156,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
157,157,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
158,158,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
159,159,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
160,160,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
161,161,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
162,162,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
163,163,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
164,164,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
165,165,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
166,166,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
167,167,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
168,168,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
169,169,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
170,170,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
171,171,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
172,172,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
173,173,ADD,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
174,174,LAYER_NORM,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
175,175,GEMM_W8A8,rtl_gemm,1013,1013,0,0,1,1008,4,1008,0,0,0,0,0,16128
176,176,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
177,177,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
178,178,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
179,179,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
180,180,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
181,181,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
182,182,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
183,183,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
184,184,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
185,185,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
186,186,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
187,187,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
188,188,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
189,189,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
190,190,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
191,191,GELU,vector_rtl,8064,0,8064,0,1,4032,0,0,0,0,0,1,0,64512
192,192,GEMM_W8A8,rtl_gemm,4037,4037,0,0,1,4032,4,4032,0,0,0,0,0,64512
193,193,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
194,194,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
195,195,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
196,196,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
197,197,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
198,198,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
199,199,AUX_EVENT,aux_behavior,12096,0,12096,0,1,4032,0,0,0,0,0,1,0,64512
200,200,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
201,201,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
202,202,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
203,203,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
204,204,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
205,205,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
206,206,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
207,207,AUX_EVENT,aux_behavior,442368,0,442368,0,1,147456,0,0,0,0,0,1,0,2359296
208,208,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
209,209,ADD,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
210,210,LAYER_NORM,vector_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
211,211,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
212,212,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
213,213,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
214,214,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
215,215,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
216,216,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
217,217,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
218,218,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
219,219,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
220,220,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
221,221,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
222,222,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
223,223,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
224,224,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
225,225,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
226,226,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
227,227,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
228,228,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
229,229,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
230,230,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
231,231,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
232,232,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
233,233,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
234,234,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
235,235,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
236,236,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
237,237,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
238,238,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
239,239,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
240,240,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
241,241,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
242,242,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
243,243,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
244,244,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
245,245,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
246,246,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
247,247,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
248,248,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
249,249,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
250,250,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
251,251,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
252,252,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
253,253,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
254,254,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
255,255,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
256,256,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
257,257,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
258,258,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
259,259,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
260,260,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
261,261,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
262,262,AUX_EVENT,aux_behavior,110592,0,110592,0,1,36864,0,0,0,0,0,1,0,589824
263,263,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
264,264,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
265,265,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
266,266,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
267,267,LAYOUT,layout_rtl,2016,0,2016,0,1,1008,0,0,0,0,0,1,0,16128
268,268,GEMM_W8A8,rtl_gemm,19760,19760,0,12544,6144,1008,64,1008,12386304,6193152,16,16128,589824,16128
269,269,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
270,270,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
271,271,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
272,272,AUX_EVENT,aux_behavior,3024,0,3024,0,1,1008,0,0,0,0,0,1,0,16128
